OTU	Btaxo_rank1	Btaxo_rank2	Btaxo_rank3	Btaxo_rank4	Btaxo_rank5	Bmorpho	Bacc_number	cov%	id%	Ttaxo_rank1	Ttaxo_rank2	Ttaxo_rank3	Ttaxo_rank4	Ttaxo_rank5	Tmorpho	Tacc_number	node	Brench_L	occurrence	readnumber	TP4	TP5	TP6	TP7	TP8	TP9	TP10	TP11	TP12	TP13	TP14	TP15	TP17	TP18	TP19	TP20	TP21	TP22	TP23	TP24	TP25	TP26	TP27	TP28	TP29	TP30	TP31	TP32	TP33	TP34	TP35	TP36	TP37	TP38	TP39	TP40	TP41	ANP-10-L-1-80-RNA-SAR	ANP-10-L-1-10-RNA-SAR	ANP-10-L-1-2-RNA-SAR	ANP-10-M-1-80-RNA-SAR	ANP-10-M-1-10-RNA-SAR	ANP-10-M-1-2-RNA-SAR	ANP-10-H-1-80-RNA-SAR	ANP-10-H-1-10-RNA-SAR	ANP-10-H-1-2-RNA-SAR	ANP-10-L-2-80-RNA-SAR	ANP-10-L-2-10-RNA-SAR	ANP-10-L-2-2-RNA-SAR	ANP-10-M-2-80-RNA-SAR	ANP-10-M-2-10-RNA-SAR	ANP-10-M-2-2-RNA-SAR	ANP-10-H-2-80-RNA-SAR	ANP-10-H-2-10-RNA-SAR	ANP-10-H-2-2-RNA-SAR	ANP-10-L-3-80-RNA-SAR	ANP-10-L-3-10-RNA-SAR	ANP-10-L-3-2-RNA-SAR	ANP-10-M-3-80-RNA-SAR	ANP-10-M-3-10-RNA-SAR	ANP-10-M-3-2-RNA-SAR	ANP-10-H-3-80-RNA-SAR	ANP-10-H-3-10-RNA-SAR	ANP-10-H-3-2-RNA-SAR	ANP-10-O-4-80-RNA-SAR	ANP-10-O-4-10-RNA-SAR	ANP-10-O-4-2-RNA-SAR	ANP-10-M-4-80-RNA-SAR	ANP-10-M-4-10-RNA-SAR	ANP-10-M-4-2-RNA-SAR	ANP-10-H-4-80-RNA-SAR	ANP-10-H-4-10-RNA-SAR	ANP-10-H-4-2-RNA-SAR	ANP-10-M-5-80-RNA-SAR	ANP-10-M-5-10-RNA-SAR	ANP-10-M-5-2-RNA-SAR	ANP-10-M-6-80-RNA-SAR	ANP-10-M-6-10-RNA-SAR	ANP-10-M-6-2-RNA-SAR	ANP-10-H-5-80-RNA-SAR	ANP-10-H-5-10-RNA-SAR	ANP-10-H-5-2-RNA-SAR	ANP-10-H-6-80-RNA-SAR	ANP-10-H-6-10-RNA-SAR	ANP-10-H-6-2-RNA-SAR	ANP-10-H-7-80-RNA-SAR	ANP-10-H-7-10-RNA-SAR	ANP-10-H-7-2-RNA-SAR	ANP-10-O-8-80-RNA-SAR	ANP-10-O-8-10-RNA-SAR	ANP-10-O-8-2-RNA-SAR	ANP-5-1-1-80-RNA-SAR	ANP-5-1-1-10-RNA-SAR	ANP-5-1-1-2-RNA-SAR	ANP-5-2-1-80-RNA-SAR	ANP-5-2-1-10-RNA-SAR	ANP-5-2-1-2-RNA-SAR	ANP-5-3-1-80-RNA-SAR	ANP-5-3-1-10-RNA-SAR	ANP-5-3-1-2-RNA-SAR	ANP-5-O-1-80-RNA-SAR	ANP-5-O-1-10-RNA-SAR	ANP-5-O-1-2-RNA-SAR	ANP-5-1-2-80-RNA-SAR	ANP-5-1-2-10-RNA-SAR	ANP-5-1-2-2-RNA-SAR	ANP-5-2-2-80-RNA-SAR	ANP-5-2-2-10-RNA-SAR	ANP-5-2-2-2-RNA-SAR	ANP-5-3-2-80-RNA-SAR	ANP-5-3-2-10-RNA-SAR	ANP-5-3-2-2-RNA-SAR	ANP-5-O-2-80-RNA-SAR	ANP-5-O-2-10-RNA-SAR	ANP-5-O-2-2-RNA-SAR	ANP-5-1-3-80-RNA-SAR	ANP-5-1-3-10-RNA-SAR	ANP-5-1-3-2-RNA-SAR	ANP-5-2-3-80-RNA-SAR	ANP-5-2-3-10-RNA-SAR	ANP-5-2-3-2-RNA-SAR	ANP-5-3-3-80-RNA-SAR	ANP-5-3-3-10-RNA-SAR	ANP-5-3-3-2-RNA-SAR	ANP-5-O-3-80-RNA-SAR	ANP-5-O-3-10-RNA-SAR	ANP-5-O-3-2-RNA-SAR	ANP-5-O-5-80-RNA-SAR	ANP-5-O-5-10-RNA-SAR	ANP-5-O-5-2-RNA-SAR	ANP-5-1-4-80-RNA-SAR	ANP-5-1-4-10-RNA-SAR	ANP-5-1-4-2-RNA-SAR	ANP-5-O-4-80-RNA-SAR	ANP-5-O-4-10-RNA-SAR	ANP-5-O-4-2-RNA-SAR	ANP-5-3-4-80-RNA-SAR	ANP-5-3-4-10-RNA-SAR	ANP-5-3-4-2-RNA-SAR	ANP-5-3-5-80-RNA-SAR	ANP-5-3-5-10-RNA-SAR	ANP-5-3-5-2-RNA-SAR	ANP-5-3-6-80-RNA-SAR	ANP-5-3-6-10-RNA-SAR	ANP-5-3-6-2-RNA-SAR	ANP-5-3-7-80-RNA-SAR	ANP-5-3-7-10-RNA-SAR	ANP-5-3-7-2-RNA-SAR	ANP-5-3-8-80-RNA-SAR	ANP-5-3-8-10-RNA-SAR	ANP-5-3-8-2-RNA-SAR	ANP-10-M-6-80-2-RNA-SAR	ANP-10-H-6-80-2-RNA-SAR	ANP-10-L-2-2-2-RNA-SAR	ANP-10-M-2-2-2-RNA-SAR	ANP-10-H-3-10-2-RNA-SAR	ANP-10-M-4-10-2-RNA-SAR	ANP-5-O-4-80-2-RNA-SAR	ANP-5-3-3-10-2-RNA-SAR	ANP-5-O-2-10-2-RNA-SAR	ANP-5-1-1-80-2-RNA-SAR	ANP-10-L-1-80-DNA-SAR	ANP-10-L-1-10-DNA-SAR	ANP-10-L-1-2-DNA-SAR	ANP-10-M-1-10-DNA-SAR	ANP-10-M-1-2-DNA-SAR	ANP-10-L-2-10-DNA-SAR	ANP-10-M-2-80-DNA-SAR	ANP-10-M-2-10-DNA-SAR	ANP-10-M-2-2-DNA-SAR	ANP-10-H-2-10-DNA-SAR	ANP-10-H-2-2-DNA-SAR	ANP-10-L-3-10-DNA-SAR	ANP-10-L-3-2-DNA-SAR	ANP-10-M-3-2-DNA-SAR	ANP-5-3-1-10-DNA-SAR	ANP-5-3-1-2-DNA-SAR	ANP-5-O-1-10-DNA-SAR	ANP-5-O-2-10-DNA-SAR	ANP-5-O-3-10-DNA-SAR	ANP-5-O-4-10-DNA-SAR	ANP-5-1-1-10-DNA-SAR	ANP-5-1-1-2-DNA-SAR	ANP-5-2-1-10-DNA-SAR	ANP-5-2-1-2-DNA-SAR	ANP-5-O-1-80-DNA-SAR	ANP-5-O-1-2-DNA-SAR	ANP-5-1-2-10-DNA-SAR	ANP-5-1-2-2-DNA-SAR	ANP-5-2-2-10-DNA-SAR	ANP-5-2-2-2-DNA-SAR	ANP-5-3-2-80-DNA-SAR	ANP-5-3-2-10-DNA-SAR	ANP-5-3-2-2-DNA-SAR	ANP-O-2-80-DNA-SAR	ANP-O-2-2-DNA-SAR	ANP-5-1-3-10-DNA-SAR	ANP-5-1-3-2-DNA-SAR	ANP-5-2-3-10-DNA-SAR	ANP-5-2-3-2-DNA-SAR	ANP-5-3-3-10-DNA-SAR	ANP-5-3-3-2-DNA-SAR	ANP-5-O-3-10-DNA-SAR-LAKM1607	ANP-5-O-5-10-DNA-SAR	ANP-5-O-5-2-DNA-SAR	ANP-5-1-4-10-DNA-SAR	ANP-5-1-4-2-DNA-SAR	ANP-5-O-4-2-DNA-SAR	ANP-5-3-4-10-DNA-SAR	ANP-5-3-4-2-DNA-SAR	ANP-5-3-5-10-DNA-SAR	ANP-5-3-5-2-DNA-SAR	ANP-5-3-6-10-DNA-SAR	ANP-5-3-6-2-DNA-SAR	ANP-5-3-7-80-DNA-SAR	ANP-5-3-7-10-DNA-SAR	ANP-5-3-7-2-DNA-SAR	ANP-5-3-8-10-DNA-SAR	ANP-5-3-8-2-DNA-SAR	ANP-10-L-2-2-DNA-SAR	ANP-10-M-3-10-DNA-SAR	ANP-10-H-3-10-DNA-SAR	ANP-10-H-3-2-DNA-SAR	ANP-10-O-4-10-DNA-SAR	ANP-10-O-4-2-DNA-SAR	ANP-10-M-4-10-DNA-SAR	ANP-10-M-4-2-DNA-SAR	ANP-10-H-4-10-DNA-SAR	ANP-10-H-4-2-DNA-SAR	ANP-10-M-5-10-DNA-SAR	ANP-10-M-5-2-DNA-SAR	ANP-10-M-6-10-DNA-SAR	ANP-10-M-6-2-DNA-SAR	ANP-10-H-5-10-DNA-SAR	ANP-10-H-5-2-DNA-SAR	ANP-10-H-6-10-DNA-SAR	ANP-10-H-6-2-DNA-SAR	ANP-10-H-7-10-DNA-SAR	ANP-10-H-7-2-DNA-SAR	ANP-10-O-8-10-DNA-SAR	ANP-10-O-8-2-DNA-SAR
OTU269	6336r									SAR	Str	Ba	Ba	Ba	Luticola-sp	KM224123	4	0.372198604	97	1827	8	3	30	4	41	27	34	37	51	42	33	29	42	20	33	22	42	29	45	22	20	14	24	12	31	28	19	21	61	17	16	28	6	33	3	19	1	0	0	11	0	0	48	0	0	15	0	0	27	0	0	45	2	0	10	0	3	21	0	0	27	0	0	20	0	0	32	0	0	19	0	0	53	0	0	11	0	0	10	0	1	27	0	0	30	1	0	31	0	0	28	0	0	4	0	0	7	2	0	3	0	0	10	0	0	8	0	0	4	0	0	1	0	0	2	0	0	8	0	0	5	0	0	7	0	0	8	0	0	6	0	0	3	0	0	5	0	0	21	0	0	4	0	0	10	0	0	6	0	0	5	0	1	26	27	0	0	0	0	0	0	0	0	0	0	3	0	0	0	10	0	22	0	1	37	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	8	0	24	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	27	0	0	0	0	0	0	0	20	0	16	0	0
OTU220	Euk	SAR	Alv	Ci	In	Ol_Pseudovorticella	DQ190466	100	100%	SAR	Alv	Ci	In	Ol	Pseudovorticella-punctata	DQ190466	2	0.062775005	64	1779	13	0	0	22	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	174	0	33	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	169	1	0	0	0	3	7	0	2	0	2	0	0	0	0	226	0	0	205	0	0	0	0	0	13	0	0	3	0	0	0	0	1	0	43	2	26	3	0	41	0	1	1	0	0	49	2	1	3	0	1	61	0	0	2	0	0	14	0	3	13	0	0	51	0	0	0	1	0	0	0	0	3	0	0	6	2	2	147	0	1	24	0	0	9	0	0	9	0	0	0	0	3	1	3	0	0	0	2	63	11	3	0	2	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	3	0	0	0	0	4	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU298	Euk	SAR	Rhi	Ce	Ce	Ce_Massisteria	AF174370	100	94%	SAR	Rhi	Ce	Im	Si	Trachelocorythion-pulchellum	AJ418789	6	0.1466793	106	1764	0	2	12	0	2	7	10	16	4	7	9	6	2	4	15	11	6	4	6	15	4	3	5	3	6	9	7	6	5	4	9	10	6	1	3	9	0	2	0	21	0	6	61	0	0	6	0	0	29	0	5	60	0	0	8	0	10	52	0	0	77	0	0	1	6	3	57	0	6	75	0	0	1	0	2	27	1	5	58	0	0	0	0	0	1	0	1	19	8	24	200	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	1	0	0	3	0	0	3	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	3	0	0	5	5	0	38	74	1	3	0	0	0	0	54	4	0	5	93	0	0	16	74	1	25	26	20	60	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	18	10	18	1	6	0	0	0	2	0	2	0	0	0	0	0	0	38	58
OTU323	Euk	SAR	Str	Ch	Ch	Di_Dinobryon	EU024980	100	98%	SAR	Str	Ch	Ch	Pa	Paraphysomonas-longispina	JQ967305	2	0.067763098	84	1762	1	0	3	3	3	2	0	2	3	2	3	5	1	0	6	6	7	1	3	4	1	1	4	5	1	0	0	1	10	1	0	0	2	0	2	2	0	23	12	7	0	3	22	0	0	117	0	0	30	0	2	148	0	9	109	3	0	12	7	0	70	30	2	171	0	0	16	4	3	38	0	2	45	3	0	41	0	0	27	2	5	94	0	2	101	9	2	136	7	4	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	54	109	6	0	0	0	0	0	0	0	7	0	2	0	3	0	0	0	32	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	8	1	0	0	26	0	0	0	0	0	0	0	3	0	6	0	9
OTU314	4843r									SAR	Str	Ba	Ba	Ba	Luticola-sp	KM224123	7	0.727557717	94	1760	0	0	1	0	0	3	0	0	2	7	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	23	7	0	0	63	0	0	40	0	0	25	0	10	125	0	8	80	0	4	66	11	0	34	10	0	109	3	0	84	2	3	20	0	5	23	15	14	47	0	3	23	30	7	71	2	0	40	0	6	17	0	5	98	0	3	12	0	4	13	0	0	5	0	0	13	0	0	3	1	0	14	1	1	17	0	0	10	0	0	7	0	0	7	0	4	31	0	0	18	3	0	14	1	0	0	2	1	5	1	0	46	0	4	4	107	1	2	1	2	6	0	0	19	1	0	46	65	5	10	0	4	0	0	0	0	0	0	0	0	0	0	1	11	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	37	0	0	0	2	0	0	12	0	0	13	0	5	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU257	7071r									SAR	Alv	Ci	un		Ciliate-sp	AM412525	3	0.327922882	116	1754	0	0	0	0	0	0	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	7	7	0	0	0	0	0	0	0	0	0	0	0	1	3	0	33	5	0	109	17	0	0	2	0	0	0	0	0	7	0	0	0	0	158	0	2	15	10	0	2	23	0	23	7	0	25	21	0	17	6	0	27	2	0	11	5	0	28	3	0	2	2	0	3	1	0	29	3	5	7	3	1	7	3	0	13	9	0	19	0	3	1	5	0	6	3	0	2	3	0	127	8	0	17	0	0	13	6	3	17	1	1	57	3	1	53	72	1	56	5	4	4	2	9	3	4	0	2	6	0	39	10	3	4	10	1	1	0	0	5	24	0	14	1	0	0	0	20	9	0	0	0	0	0	0	24	0	0	0	12	11	14	0	0	40	37	30	6	2	0	0	0	4	0	23	0	7	1	0	0	3	0	0	0	0	0	4	21	0	17	11	0	0	0	0	36	0	7	0	13	29	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0
OTU315	Euk	SAR	Str	Ch	Ch	Di_Dinobryon	EU024980	100	98%	SAR	Str	Ch	Hi	St	Chrysopodocystis-socialis	KF443036	2	0.64587463	96	1737	1	0	5	3	2	4	3	2	11	5	7	3	2	6	4	4	0	1	8	2	8	4	6	0	0	4	0	0	4	0	0	0	2	5	0	5	0	0	0	19	45	4	76	0	9	86	9	0	20	0	1	54	2	6	56	1	2	24	1	2	54	8	7	119	0	1	25	2	0	30	0	0	26	0	2	28	2	4	24	0	8	72	2	3	77	1	4	103	2	1	102	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	63	72	7	1	0	0	0	0	0	0	0	6	27	0	0	0	26	0	33	0	6	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	13	0	0	1	0	0	0	13	0	0	0	0	27	34	0	0	0	0	10	0	0	2	0	4	39	0	0	0	0	0	7	0	0	0	0	0	0	0	49	0	24	0	0
OTU341	Euk	SAR	Str	Ch	Ch	Di_Dinobryon	EU024980	100	99%	SAR	Str	Ba	Ba	Ba	Campylodiscus-ralfsii	AJ535162	2	0.385138834	92	1707	0	1	1	1	10	0	0	0	2	1	0	0	0	7	0	1	0	0	0	0	0	3	1	0	1	9	1	1	24	0	0	0	34	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	8	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	1	0	1	5	8	0	3	18	0	1	0	0	1	0	0	2	64	0	24	0	0	3	5	0	7	0	1	0	5	1	28	0	0	0	0	0	9	0	1	2	537	11	188	0	0	5	9	0	65	2	3	0	2	0	1	0	3	86	1	4	51	49	2	84	1	2	46	7	0	18	0	0	0	3	0	2	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	1	0	0	0	0	1	0	3	0	0	0	0	5	1	2	0	13	0	0	0	0	30	0	0	45	0	0	0	3	0	0	0	39	0	10	0	19	0	2	11	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1
OTU237	Euk	SAR	Alv	Ci	In	Ol_Zoothamnium	DQ662855	100	92%	SAR	Alv	Ci	In	Ol	Zoothamnium-grossi	KM887954	2	0.088978888	29	1702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	10	0	0	0	0	0	0	0	0	63	0	0	1	0	0	1	0	13	1275	1	0	0	0	9	0	0	1	22	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	108	0	1	0	0	0	0	0	0	0	0	1	33	0	0	0	0	0	0	0	0	0	0	0	11	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	1	0	0	0	5	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU343	4091r									SAR	Str	Ba	Ba	Ba	Luticola-sp	KM224123	6	0.734713588	66	1692	0	0	1	0	2	1	1	4	3	9	0	0	1	0	1	0	0	1	0	4	0	0	2	0	1	0	0	0	0	3	0	0	0	0	0	3	0	4	0	25	0	0	58	0	0	57	4	0	107	0	4	118	15	2	160	13	0	50	1	1	17	34	0	166	43	0	118	25	0	21	6	2	82	5	1	38	7	1	15	17	2	91	8	0	44	8	2	56	20	3	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	10	43	34	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU266	Euk	SAR	Str	Ba	Co	Ch_Leptocylindrus	KC814810	100	100%	SAR	Str	Ba	Co	Ch	Leptocylindrus-aporus	KC814810	2	2.00E-06	83	1657	12	3	9	1	3	5	9	4	5	21	4	2	3	1	9	5	12	4	4	3	6	4	3	5	0	7	4	5	0	0	3	0	0	20	3	4	0	6	9	16	0	4	15	0	71	87	96	0	42	1	36	27	8	90	72	0	25	29	0	238	16	0	6	18	0	2	8	0	13	9	0	5	11	0	13	7	0	13	2	0	55	26	0	16	22	27	11	25	14	23	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	47	42	41	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU288	Euk	SAR	Alv	Ci	In	Pr_Placus	KC832954	100	99%	SAR	Alv	Ci	In	Pr	Placus-salinus	KC832954	2	0.032768475	12	1598	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	736	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	419	0	0	0	3	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU263	Euk	SAR	Alv	Ci	In	Ol_Cothurnia	KU363268	100	98%	SAR	Alv	Ci	In	Ol	Cothurnia-sp	KU363268	2	0.068088979	33	1598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	28	0	0	0	0	0	0	19	0	0	0	0	0	1	0	0	0	782	0	14	0	0	23	3	0	9	146	4	0	0	69	0	0	3	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	14	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	1	0	368	0	0	3	1	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU265	Euk	SAR	Alv	Ci	In	Ph_Chlamydonella	KJ509198	100	98%	SAR	Alv	Ci	In	Ph	Chlamydonella-pseudochilodon	FJ998032	2	0.113500744	58	1590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	2	5	0	2	0	0	0	6	0	0	14	0	0	2	0	0	2	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	6	0	0	20	58	34	0	5	0	4	16	6	4	0	0	8	6	4	0	8	1	5	2	5	1113	19	1	3	0	1	4	0	2	1	4	70	0	12	0	1	1	1	0	1	1	0	0	0	4	0	0	0	0	0	1	0	2	0	0	3	1	0	7	12	0	0	2	1	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU248	Euk	SAR	Alv	Ci	In	Ol_Cinetochilum	FJ870103	100	98%	SAR	Alv	Ci	In	Ol	Cinetochilum-ovale	FJ870103	2	0.016109686	19	1588	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	4	0	0	0	0	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1487	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	7	8	0	0	0	0	0	1	0	0	1	0	0	29	0	0	0	0	0	7	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0
OTU273	Euk	SAR	Alv	Ci	In	Sp_Pseudotontonia	JX178789	100	99%	SAR	Alv	Ci	In	Sp	Pseudotontonia-sp	JX178789	2	0.007600594	82	1587	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	51	52	0	0	83	124	403	13	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	3	2	3	20	1	1	48	3	3	9	2	2	38	0	0	9	3	0	5	0	2	2	41	21	38	0	2	8	0	2	23	8	0	5	2	1	30	4	2	10	3	2	12	5	2	21	0	0	0	0	0	12	2	1	4	0	2	10	3	0	49	0	0	0	0	0	0	1	1	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	39	0	18	0	5	0	12	0	51	0	11	0	0	0	0	0	0	0	0	11	0	28	34	16	0	4	2	0	6	0	0	9	0	0	0	3	0	0	0	0	32	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
